Town,County
Coningsby,Lincolnshire
Conington,Cambridgeshire
Conisbrough,South Yorkshire
Conisby,Argyll and Bute
Conisholme,Lincolnshire
Coniston,North Yorkshire
Coniston,Cumbria
Coniston Cold,North Yorkshire
Coniston Water,Cumbria
Conistone,North Yorkshire
Conkwell,Wiltshire
Conlig,County Down
Connel,Argyll and Bute
Connel Park,East Ayrshire
Conniburrow,Buckinghamshire
Connista,Highland
Connon,Cornwall
Connor Downs,Cornwall
Conock,Wiltshire
Conon,Highland
Conon Bridge,Highland
Cononish,Stirlingshire
Cononley,North Yorkshire
Cononley Woodside,North Yorkshire
Cononsyth,Angus
Conordan,Highland
Conquermoor Heath,Shropshire
Consall,Staffordshire
Consett,Durham
Constable Burton,North Yorkshire
Constable Lee,Lancashire
Constantine,Cornwall
Constantine Bay,Cornwall
Contin,Highland
Conwy,Gwynedd
Conyer,Kent
Cooden,East Sussex
Cookbury,Devon
Cookbury Wick,Devon
Cookham,Berkshire
Cookham Dean,Berkshire
Cookham Rise,Berkshire
Cookhill,Worcestershire
Cooklaw,Northumberland
Cookley,Worcestershire
Cookley Green,Oxfordshire
Cookney,Aberdeenshire
Cookridge,West Yorkshire
Cooksbridge,East Sussex
Cooksey Corner,Worcestershire
Cooksey Green,Worcestershire
Cookshill,Staffordshire
Cooksland,Cornwall
Cooksmill Green,Essex
Cooksongreen,Cheshire
Cookstown,County Tyrone
Coolham,West Sussex
Coolhurst Wood,West Sussex
Cooling,Kent
Cooling Street,Kent
Coolinge,Kent
Coolmaghry,County Tyrone
Coomb Hill,Kent
Coomb Islands (Neave),Highland
Coombe,Dorset
Coombe,Kent
Coombe,Greater London
Coombe,Buckinghamshire
Coombe,Gloucestershire
Coombe,Hampshire
Coombe,Cornwall
Coombe,Somerset
Coombe,Wiltshire
Coombe,Devon
Coombe Bissett,Wiltshire
Coombe Dingle,Bristol
Coombe Keynes,Dorset
Coombelake,Devon
Coombes,West Sussex
Coombesdale,Staffordshire
Coombeswood,West Midlands
Coombs End,Gloucestershire
Coombses,Somerset
Cooneen,County Fermanagh
Cooper Street,Kent
Cooper Turning,Lancashire
Coopersale Common,Essex
Coopersale Street,Essex
Cootham,West Sussex
Cop Street,Kent
Copcut,Worcestershire
Copdock,Suffolk
Coped Hall,Wiltshire
Copenhagen,Denbighshire
Copford,Essex
Copford Green,Essex
Copgrove,North Yorkshire
Copinsay,Orkney
Copister,Shetland Isles
Coplandhill,Aberdeenshire
Cople,Bedfordshire
Copley,Durham
Copley,Greater Manchester
Copley Hill,West Yorkshire
Coplow Dale,Derbyshire
Copmanthorpe,North Yorkshire
Copmere End,Staffordshire
Copnor,Hampshire
Copp,Lancashire
Coppathorne,Cornwall
Coppenhall,Cheshire
Coppenhall,Staffordshire
Coppenhall Moss,Cheshire
Copperhouse,Cornwall
Coppice,Lancashire
Coppicegate,Shropshire
Coppingford,Cambridgeshire
Coppins Corner,Kent
Coppleham,Somerset
Copplestone,Devon
Coppull,Lancashire
Coppull Moor,Lancashire
Copsale,West Sussex
Copse Hill,Greater London
Copshaw Holm (Newcastleton),Scottish Borders
Copster Green,Lancashire
Copster Hill,Lancashire
Copston Magna,Warwickshire
Copt Green,Warwickshire
Copt Heath,West Midlands
Copt Hewick,North Yorkshire
Copt Oak,Leicestershire
Copthall Green,Essex
Copthill,Durham
Copthorne,Cheshire
Copthorne,Cornwall
Copthorne,West Sussex
Copthorne,Shropshire
Coptiviney,Shropshire
Copton,Kent
Copythorne,Hampshire
Coquet,Northumberland
Coquet Island,Northumberland
Corarnstilbeg,Highland
Corbet Milltown,County Down
Corbets Tey,Greater London
Corbridge,Northumberland
Corbriggs,Derbyshire
Corby,Northamptonshire
Corby Glen,Lincolnshire
Corby Hill,Cumbria
Cordon,East Ayrshire
Cordwell,Norfolk
Coreley,Shropshire
Cores End,Buckinghamshire
Corfe,Dorset
Corfe,Somerset
Corfe Castle,Dorset
Corfe Mullen,Dorset
Corfhouse,Argyll and Bute
Corfton,Shropshire
Corfton Bache,Shropshire
Corgarff,Aberdeenshire
Corgee,Cornwall
Corhampton,Hampshire
Corkey,County Antrim
Corlannau,Neath Port Talbot
Corley,Warwickshire
Corley Ash,Warwickshire
Corley Moor,West Midlands
Corn Holm,Orkney
Cornaigbeg,Argyll and Bute
Cornaigmore,Argyll and Bute
Cornard Tye,Suffolk
Cornbank,Midlothian
Cornbrook,Shropshire
Corner Row,Lancashire
The Corner,Shropshire
Cornett,Herefordshire
Corney,Cumbria
Cornforth,Durham
Cornhill,Powys
Cornhill,Highland
Cornhill,Staffordshire
Cornhill,Aberdeenshire
Cornhill on-Tweed,Northumberland
Cornholme,West Yorkshire
Cornish Hall End,Essex
Cornriggs,Durham
Cornsay,Durham
Cornsay Colliery,Durham
Cornton,Stirlingshire
Corntown,Glamorgan
Corntown,Highland
Cornwell,Oxfordshire
Cornwood,Devon
Cornworthy,Devon
Corpach,Highland
Corpusty,Norfolk
Corran,Highland
Correen,County Antrim
Correen Hills,Aberdeenshire
Corrie,East Ayrshire
Corrie Common,Dumfries and Galloway
Corriecravie,East Ayrshire
Corriedoo,Dumfries and Galloway
Corriemulzie River,Highland
Corrigall,Orkney
Corrimony,Highland
Corringham,Essex
Corringham,Lincolnshire
Corris,Gwynedd
Corris Uchaf,Gwynedd
Corry,Highland
Corsback,Highland
Corscombe,Dorset
Corse,Aberdeenshire
Corse,Gloucestershire
Corse Lawn,Gloucestershire
Corsham,Wiltshire
Corsiehill,Perth and Kinross
Corsley,Wiltshire
Corsley Heath,Wiltshire
Corsock,Dumfries and Galloway
Corston,Wiltshire
Corston,Somerset
Corstorphine,Edinburgh
Cortachy,Angus
Corton,Suffolk
Corton,Wiltshire
Corton Denham,Somerset
Cortworth,South Yorkshire
Corve,Shropshire
Corwen,Denbighshire
Cory,Devon
Coryates,Dorset
Coryton,Cardiff
Coryton,Devon
Cosby,Leicestershire
Coscote,Oxfordshire
Coseley,West Midlands
Cosford,Warwickshire
Cosgrove,Northamptonshire
Cosham,Hampshire
Coshandrochaid,Argyll and Bute
Cosheston,Pembrokeshire
Cosmeston,Glamorgan
Cosmore,Dorset
Cossall,Nottinghamshire
Cossall Marsh,Nottinghamshire
Cossington,Somerset
Cossington,Leicestershire
Costa,Orkney
Costessey,Norfolk
Costessey Park,Norfolk
Costhorpe,Nottinghamshire
Costislost,Cornwall
Costock,Nottinghamshire
Coston,Leicestershire
Coston,Norfolk
Coswinsawsin,Cornwall
Cote,Somerset
Cote,Oxfordshire
Cote,West Sussex
Cotebrook,Cheshire
Cotehill,Cumbria
Cotes,Cumbria
Cotes,Staffordshire
Cotes,Leicestershire
Cotes Heath,Staffordshire
Cotes Park,Derbyshire
Cotesbach,Leicestershire
Cotford,Devon
Cotgrave,Nottinghamshire
Cotham,Nottinghamshire
Cotham,Bristol
Cothelstone,Somerset
Cotheridge,Worcestershire
Cotherstone,Durham
Cothi,Carmarthenshire
Cothill,Oxfordshire
Cotland,Monmouthshire
Cotleigh,Devon
Cotmanhay,Derbyshire
Cotmarsh,Wiltshire
Cotmaton,Devon
Coton,Cambridgeshire
Coton,Staffordshire
Coton,Northamptonshire
Coton,Shropshire
Coton Clanford,Staffordshire
Coton Hayes,Staffordshire
Coton Hill,Shropshire
Coton Hill,Staffordshire
Coton Park,Derbyshire
Coton in the Clay,Staffordshire
Coton in the Elms,Derbyshire
Cotonwood,Staffordshire
Cotonwood,Shropshire
Cotswold Community,Wiltshire
Cotswold Hills,Gloucestershire
Cott,Devon
Cottam,Lancashire
Cottam,Nottinghamshire
Cottenham,Cambridgeshire
Cottenham Park,Greater London
Cotterdale,North Yorkshire
Cottered,Hertfordshire
Cotterhill Woods,South Yorkshire
Cotteridge,West Midlands
Cotterstock,Northamptonshire
Cottesbrooke,Northamptonshire
Cottesmore,Rutland
Cotteylands,Devon
Cottingham,Northamptonshire
Cottingham,East Riding of Yorkshire
Cottingley,West Yorkshire
Cottisford,Oxfordshire
Cotton,Suffolk
Cotton,Staffordshire
Cotton End,Northamptonshire
Cotton End,Bedfordshire
Cotton Stones,West Yorkshire
Cotton Tree,Lancashire
Cotton of Brighty,Angus
Cotton of Gardyne,Angus
Cottonworth,Hampshire
Cottown,Perth and Kinross
Cottown,Aberdeenshire
Cotts,Cornwall
Cottwood,Devon
Cotwall,Shropshire
Cotwalton,Staffordshire
Coubister,Orkney
Couch Green,Hampshire
Coughton,Warwickshire
Coughton Fields,Warwickshire
Coul Point,Argyll and Bute
Coul of Fairburn,Highland
Coulags,Highland
Coulby Newham,North Yorkshire
Coulderton,Cumbria
Coulin Lodge,Highland
Coull,Aberdeenshire
Coulnacraggan,Highland
Coulport,Argyll and Bute
Coulsdon,Greater London
Coulston,Wiltshire
Coulter,South Lanarkshire
Coultings,Somerset
Coulton,North Yorkshire
Cound,Shropshire
Cound Brook,Shropshire
Coundlane,Shropshire
Coundmoor,Shropshire
Coundon,Durham
Coundon,West Midlands
Coundon Grange,Durham
Coundongate,Durham
Counter Drain,Lincolnshire
Counters End,Hertfordshire
Countersett,North Yorkshire
Countess Cross,Essex
Countess Wear,Devon
Countesthorpe,Leicestershire
Countisbury,Devon
Coup Green,Lancashire
Coupar Angus,Perth and Kinross
Coupland,Cumbria
Coupland,Northumberland
Courance,Dumfries and Galloway
Coursley,Somerset
Court Barton,Devon
Court Colman,Glamorgan
Court Corner,Hampshire
Court Henry,Carmarthenshire
Court Hey,Lancashire
Court House Green,West Midlands
Court Orchard,Dorset
Court-at-Street,Kent
Courteachan,Highland
Courteenhall,Northamptonshire
Courtsend,Essex
Courtway,Somerset
Cousland,Midlothian
Cousley Wood,East Sussex
Cova,Shetland Isles
Cove,Hampshire
Cove,Devon
Cove,Scottish Borders
Cove,Highland
Cove,Argyll and Bute
Cove Bay,Aberdeenshire
Cove Bottom,Suffolk
Covehithe,Suffolk
Coven,Staffordshire
Coven Heath,Staffordshire
Coven Lawn,Staffordshire
Covender,Herefordshire
Coveney,Cambridgeshire
Covenham St Bartholomew,Lincolnshire
Covenham St Mary,Lincolnshire
Coventry,West Midlands
Coventry Canal,Staffordshire
Coventry Canal,Warwickshire
Cover,North Yorkshire
Coverack,Cornwall
Coverack Bridges,Cornwall
Coverham,North Yorkshire
Covesea,Moray
Covingham,Wiltshire
Covington,North Lanarkshire
Covington,Bedfordshire
Cow Ark,Lancashire
Cow Green,Suffolk
Cow Green Reservoir,Cumbria
Cow Hill,Lancashire
Cow Roast,Hertfordshire
Cowan Bridge,Lancashire
Cowbeech,East Sussex
Cowbeech Hill,East Sussex
Cowbit,Lincolnshire
Cowbridge,Somerset
Cowbridge,Lincolnshire
Cowbridge (Y Bont-Faen),Glamorgan
Cowcliffe,West Yorkshire
Cowden,Perth and Kinross
Cowden,East Sussex
Cowdenbeath,Fife
Cowen Head,Cumbria
Cowers Lane,Derbyshire
Cowes,Isle of Wight
Cowesby,North Yorkshire
Cowesfield Green,Wiltshire
Cowfold,West Sussex
Cowgill,Cumbria
Cowgrove,Dorset
Cowhill,Gloucestershire
Cowhill,Derbyshire
Cowhorn Hill,Gloucestershire
Cowie,Stirlingshire
Cowie,Aberdeenshire
Cowie Water,Aberdeenshire
Cowlairs,Glasgow
Cowlands,Cornwall
Cowleaze Corner,Oxfordshire
Cowley,Gloucestershire
Cowley,Greater London
Cowley,Devon
Cowley,Oxfordshire
Cowley,Derbyshire
Cowley Peachy,Greater London
Cowleymoor,Devon
Cowling,Lancashire
Cowling,North Yorkshire
Cowlinge,Suffolk
Cowlow,Derbyshire
Cowmes,West Yorkshire
Cowpe,Lancashire
Cowpen,Northumberland
Cowpen Bewley,Durham
Cowplain,Hampshire
Cowshill,Durham
Cowslip Green,Somerset
Cowstrandburn,Fife
Cowthorpe,North Yorkshire
Cox Green,Berkshire
Cox Green,Lancashire
Cox Green,West Sussex
Cox Hill,Cornwall
Cox Moor,Nottinghamshire
Coxall,Herefordshire
Coxbank,Shropshire
Coxbench,Derbyshire
Coxbridge,Somerset
Coxford,Cornwall
Coxford,Hampshire
Coxford,Norfolk
Coxgreen,Shropshire
Coxheath,Kent
Coxhoe,Durham
Coxley,Somerset
Coxley,West Yorkshire
Coxley Wick,Somerset
Coxlodge,Tyne and Wear
Coxpark,Cornwall
Coxtie Green,Essex
Coxwold,North Yorkshire
Coychurch,Glamorgan
Coylton,South Ayrshire
Coylumbridge,Highland
Coynach,Aberdeenshire
Coytrahen,Glamorgan
Crab Orchard,Dorset
Crabbet Park,West Sussex
Crabble,Kent
Crabbs Cross,Worcestershire
Crabbs Green,Hertfordshire
Crabgate,Norfolk
Crabtree,Devon
Crabtree,West Sussex
Crabtree Green,Wrexham
Crackenedge,West Yorkshire
Crackenthorpe,Cumbria
Crackington Haven,Cornwall
Crackley,Warwickshire
Crackley,Staffordshire
Crackleybank,Shropshire
Crackpot,North Yorkshire
Crackthorn Corner,Suffolk
Cracoe,North Yorkshire
Cracow Moss,Staffordshire
Craddock,Devon
Cradle Edge,West Yorkshire
Cradle End,Hertfordshire
Cradley,West Midlands
Cradley,Herefordshire
Cradley Heath,West Midlands
Cradoc,Powys
Crafthole,Cornwall
Crafton,Buckinghamshire
Crag Bank,Lancashire
Crag Foot,Lancashire
Cragg Hill,West Yorkshire
Cragg Vale,West Yorkshire
Cragganmore,Moray
Craggie Water,Highland
Craghead,Durham
Crahan,Cornwall
Crai,Powys
Craichie,Angus
Craig,County Tyrone
Craig,Highland
Craig Berthlwyd,Merthyr Tydfil
Craig Douglas,Scottish Borders
Craig Llangiwg,Neath Port Talbot
Craig-cefn-parc,Swansea
Craig-llwyn,Shropshire
Craig-y-Duke,Swansea
Craig-y-Rhacca,Caerphilly
Craig-y-don,Conwy
Craig-y-penrhyn,Ceredigion
Craigavad,County Down
Craigavole,County Londonderry
Craigavon,County Armagh
Craigdam,Aberdeenshire
Craigdarroch,Highland
Craigearn,Aberdeenshire
Craigellachie,Moray
Craigend,Glasgow
Craigend,Scottish Borders
Craigend,Stirlingshire
Craigend,Angus
Craigendoran,Argyll and Bute
Craigends,East Renfrewshire
Craigenhouses,Argyll and Bute
Craigens,East Ayrshire
Craigentinny,Edinburgh
Craigerne,Scottish Borders
Craiggie Cat,Aberdeenshire
Craighat,Stirlingshire
Craighead,Aberdeenshire
Craighouse,Argyll and Bute
Craigie,Dundee
Craigie,South Ayrshire
Craigie,Perth and Kinross
Craigiebuckler,Aberdeenshire
Craigiehall,Edinburgh
Craigielaw,East Lothian
Craigierig,Scottish Borders
Craigleith,Edinburgh
Craiglockhart,Edinburgh
Craigmaud,Aberdeenshire
Craigmill,Stirlingshire
Craigmill,Angus
Craigmillar,Edinburgh
Craigmore,Argyll and Bute
Craignant,Wrexham
Craigneuk,North Lanarkshire
Craignish Point,Argyll and Bute
Craignure,Argyll and Bute
Craigo,Angus
Craigrory,Highland
Craigrothie,Fife
Craigs,County Antrim
Craigsford Mains,Scottish Borders
Craigshill,West Lothian
Craigside,Durham
Craigston,Western Isles
Craigton,Highland
Craigton,Angus
Craigton,Glasgow
Craik,Scottish Borders
Crail,Fife
Crailing,Scottish Borders
Crailinghall,Scottish Borders
Crake,Cumbria
Crakehill,North Yorkshire
Crakemarsh,Staffordshire
Crambe,North Yorkshire
Crambeck,North Yorkshire
Cramhurst,Surrey
Cramlington,Northumberland
Cramond,Edinburgh
Cramond Bridge,Edinburgh
Crampmoor,Hampshire
Cranage,Cheshire
Cranagh,County Tyrone
Cranberry,Staffordshire
Cranborne,Dorset
Cranborne Chase,Dorset
Cranbourne,Hampshire
Cranbourne,Berkshire
Cranbrook,Greater London
Cranbrook,Devon
Cranbrook,Kent
Cranbrooke Common,Kent
Crane,Greater London
Crane Moor,South Yorkshire
Cranfield,Bedfordshire
Cranford,Greater London
Cranford,Devon
Cranford St Andrew,Northamptonshire
Cranford St John,Northamptonshire
Cranham,Greater London
Cranham,Gloucestershire
Cranhill,Warwickshire
Cranhill,Glasgow
Crank,Merseyside
Crankwood,Lancashire
Cranleigh,Surrey
Cranley,Suffolk
Cranley Gardens,Greater London
Cranloch,Moray
Cranmer Green,Suffolk
Cranmore,Somerset
Cranmore,Isle of Wight
Cranoe,Leicestershire
Cransford,Suffolk
Cranshaws,Scottish Borders
Cranswick,North Yorkshire
Crantock,Cornwall
Cranwell,Lincolnshire
Cranwich,Norfolk
Cranworth,Norfolk
Craobh Haven,Argyll and Bute
Crapstone,Devon
Crarae,Argyll and Bute
Crarae Burn,Argyll and Bute
Crask,Highland
Crask of Aigas,Highland
Craster,Northumberland
Craswell,Herefordshire
Crateford,Staffordshire
Crateford,Shropshire
Cratfield,Suffolk
Crathes,Aberdeenshire
Crathie,Aberdeenshire
Crathie,Highland
Crathorne,North Yorkshire
Craufurdland Water,East Ayrshire
Craven Arms,Shropshire
Crawcrook,Tyne and Wear
Crawford,South Lanarkshire
Crawford,Merseyside
Crawforddyke,North Lanarkshire
Crawfordjohn,South Lanarkshire
Crawfordsburn,County Down
Crawick,Dumfries and Galloway
Crawley,Oxfordshire
Crawley,Hampshire
Crawley,Devon
Crawley,West Sussex
Crawley Down,West Sussex
Crawley End,Cambridgeshire
Crawley Hill,Surrey
Crawleyside,Durham
Crawshaw,West Yorkshire
Crawshawbooth,Lancashire
Crawton,Aberdeenshire
Cray,North Yorkshire
Cray,Perth and Kinross
Crayford,Greater London
Crayke,North Yorkshire
Craymere Beck,Norfolk
Crays Hill,Essex
Crazies Hill,Berkshire
Creacombe,Devon
Creag Ghoraidh,Western Isles
Creag na Cuinneige,Perth and Kinross
Creagan,Argyll and Bute
Creagastrom,Western Isles
Creamore Bank,Shropshire
Crean,Cornwall
Crear Burn,Argyll and Bute
Creaton,Northamptonshire
Creca,Dumfries and Galloway
Credenhill,Herefordshire
Crediton,Devon
Cree,Dumfries and Galloway
Cree,East Ayrshire
Creebridge,Dumfries and Galloway
Creech,Dorset
Creech Bottom,Dorset
Creech Heathfield,Somerset
Creech St Michael,Somerset
Creed,Cornwall
Creediknowe,Shetland Isles
Creegbrawse,Cornwall
Creekmoor,Dorset
Creekmouth,Greater London
Creeksea,Essex
Creeting Bottoms,Suffolk
Creeting St Mary,Suffolk
Creeton,Lincolnshire
Creetown,Dumfries and Galloway
Creggan,County Armagh
Creggan,County Tyrone
Creggans,Argyll and Bute
Cregrina,Powys
Creich,Argyll and Bute
Creigau,Monmouthshire
Creighton,Staffordshire
Creigiau,Cardiff
Creinch,East Dunbartonshire
Crelly,Cornwall
Cremyll,Cornwall
Crendell,Dorset
Crepkill,Highland
Creran,Argyll and Bute
Creran,Highland
Creslow,Buckinghamshire
Cress Green,Gloucestershire
Cressage,Shropshire
Cressbrook,Derbyshire
Cresselly,Pembrokeshire
Cressex,Buckinghamshire
Cressing,Essex
Cresswell,Northumberland
Cresswell,Staffordshire
Creswell,Derbyshire
Creswell,Staffordshire
Creswell Green,Staffordshire
Cretingham,Suffolk
Crewe,Cheshire
Crewe-by-Farndon,Cheshire
Crewgarth,Cumbria
Crewgreen,Powys
Crewkerne,Somerset
Crews Hill,Greater London
Crewton,Derbyshire
Crianlarich,Stirlingshire
Cribbs Causeway,Gloucestershire
Cribden Side,Lancashire
Cribyn,Ceredigion
Criccieth,Gwynedd
Crich,Derbyshire
Crich Carr,Derbyshire
Crichton,Midlothian
Crick,Monmouthshire
Crick,Northamptonshire
Crickadarn,Powys
Cricket Hill,Hampshire
Cricket Malherbie,Somerset
Cricket St Thomas,Somerset
Crickham,Somerset
Crickheath,Shropshire
Crickheath Wharf,Shropshire
Crickhowell,Powys
Cricklade,Wiltshire
Cricklewood,Greater London
Crickmery,Shropshire
Criddlestyle,Hampshire
Cridling Stubbs,North Yorkshire
Cridmore,Isle of Wight
Criech,Fife
Crieff,Perth and Kinross
Criftins (Dudleston Heath),Shropshire
Criggan,Cornwall
Criggion,Powys
Crigglestone,West Yorkshire
Crigyll,Anglesey/Sir Fon
Crilly,County Tyrone
Crimble,Lancashire
Crimchard,Somerset
Crimdon Park,Durham
Crimond,Aberdeenshire
Crimonmogate,Aberdeenshire
Crimp,Cornwall
Crimple Beck (River Crimple),North Yorkshire
Crimplesham,Norfolk
Crimscote,Warwickshire
Crinah Canal,Argyll and Bute
Crinan,Argyll and Bute
Crinan Ferry,Argyll and Bute
Crindau,Newport
Crindle,County Londonderry
Crindledyke,North Lanarkshire
Cringleford,Norfolk
Cringles,West Yorkshire
Cringletie,Scottish Borders
Crinow,Pembrokeshire
Cripple Corner,Essex
Cripplesease,Cornwall
Cripplestyle,Dorset
Crist,Derbyshire
Crit Hall,Kent
Critchill,Somerset
Critchmere,Surrey
Crizeley,Herefordshire
Croal,Lancashire
Croanford,Cornwall
Croasdale,Cumbria
Crock Street,Somerset
Crockenhill,Kent
Crocker End,Oxfordshire
Crockerhill,Hampshire
Crockerhill,West Sussex
Crockernwell,Devon
Crockers,Devon
Crockerton,Wiltshire
Crockerton Green,Wiltshire
Crocketford (Ninemile Bar),Dumfries and Galloway
Crockey Hill,North Yorkshire
Crockham Heath,Berkshire
Crockham Hill,Kent
Crockhurst Street,Kent
Crockleford Heath,Essex
Crockleford Hill,Essex
Croe,Highland
Croes Llanfair,Monmouthshire
Croes y pant,Monmouthshire
Croes-Hywel,Monmouthshire
Croes-goch,Pembrokeshire
Croes-lan,Ceredigion
Croes-wian,Flintshire
Croes-y-mwyalch,Torfaen
Croesau Bach,Shropshire
Croeserw,Glamorgan
Croesor,Gwynedd
Croespenmaen,Caerphilly
Croeswallt (Oswestry),Shropshire
Croesyceiliog,Torfaen
Croesyceilog,Carmarthenshire
Croesywaun,Gwynedd
Croft,Cheshire
Croft,Leicestershire
Croft,Lincolnshire
Croft Mitchell,Cornwall
Croft Outerly,Fife
Croft-on-Tees,North Yorkshire
Croftamie,Stirlingshire
Croftfoot,Glasgow
Crofthandy,Cornwall
Croftlands,Cumbria
Croftmalloch,West Lothian
Croftnacriech,Highland
Crofton,Cumbria
Crofton,Wiltshire
Crofton,West Yorkshire
Crofton,Greater London
Crofts Bank,Greater Manchester
Crofts of Dipple,Moray
Crofts of Haddo,Aberdeenshire
Crofts of Kingscauseway,Highland
The Crofts,North Yorkshire
Crofty,Swansea
Croggan,Argyll and Bute
Croglin,Cumbria
Croich,Highland
Croick,Highland
Croir,Western Isles
Crom Allt,Highland
Crom-allt Beag,Highland
Crom-allt Mor,Highland
Cromarty,Highland
Crombie,Fife
Cromdale,Highland
Cromer,Hertfordshire
Cromer,Norfolk
Cromer-Hyde,Hertfordshire
Cromford,Derbyshire
Cromford Canal,Derbyshire
Cromhall,Gloucestershire
Cromhall Common,Gloucestershire
Cromor,Western Isles
Crompton Fold,Lancashire
Cromwell,Nottinghamshire
Cromwell Bottom,West Yorkshire
Cronberry,East Ayrshire
Crondall,Hampshire
Cronton,Merseyside
Crook,Cumbria
Crook,Devon
Crook,Durham
Crook of Devon,Perth and Kinross
Crookdake,Cumbria
Crooke,Lancashire
Crooked Billet,Greater London
Crooked Soley,Wiltshire
Crooked Withies,Dorset
Crookedholm,East Ayrshire
Crookes,South Yorkshire
Crookesmoor,South Yorkshire
Crookfur,East Renfrewshire
Crookgate Bank,Durham
Crookhall,Durham
Crookham,Northumberland
Crookham,Berkshire
Crookham Village,Hampshire
Crookhill,Tyne and Wear
Crooklands,Cumbria
Crookston,Glasgow
Cropredy,Oxfordshire
Cropston,Leicestershire
Cropthorne,Worcestershire
Cropton,North Yorkshire
Cropwell Bishop,Nottinghamshire
Cropwell Butler,Nottinghamshire
Cros,Western Isles
Crosbost,Western Isles
Crosby,Merseyside
Crosby,Lincolnshire
Crosby,Cumbria
Crosby Court,North Yorkshire
Crosby Garrett,Cumbria
Crosby Ravensworth,Cumbria
Crosby Villa,Cumbria
Crosby-on-Eden,Cumbria
Croscombe,Somerset
Crosemere,Shropshire
Crosland Edge,West Yorkshire
Crosland Hill,West Yorkshire
Crosland Moor,West Yorkshire
Croslands Park,Cumbria
Cross,Shropshire
Cross,Somerset
Cross,Devon
Cross Ash,Monmouthshire
Cross Bank,Worcestershire
Cross Coombe,Cornwall
Cross Drain,Lincolnshire
Cross End,Essex
